,race_am_indian,race_asian,race_black,num_females,nbhd_name,nbhd_id,race_hispanic,num_males,age_10_to_14,age_15_to_19,age_20_to_24,age_25_to_34,age_35_to_44,age_45_to_54,age_55_to_59,age_5_to_9,age_60_to_64,age_65_to_74,age_75_to_84,age_85_over,age_5_under,race_white,nta,employed,unemployed,commute_car_pool,commute_car_alone,commute_other,commute_pub_transp,commute_walk,inc_10k_to_14k,inc_15k_to_24k,inc_200k_over,inc_25k_to_34k,inc_35k_to_49k,inc_50k_to_74k,inc_75k_to_99k,inc_10k_less,inc_100k_to_149k,inc_150k_to_199k,not_labor_force,total_housing_units,vehic_avail_none,vehic_avail_1,vehic_avail_2,vehic_avail_3_plus,ed_9_to12,ed_bachelors,ed_graduate,ed_high_school,ed_less_9,ed_some_college,f_divorced,f_married_separated,f_married,f_separated,f_widowed,m_divorced,m_married_separated,m_married,m_separated,m_widowed
89,85.0,859.0,16374.0,26053.0,Hamilton Heights                                               ,MN04,24926.0,24954.0,2652.0,2767.0,4872.0,10638.0,7792.0,6791.0,2466.0,2627.0,2248.0,3190.0,1328.0,734.0,2902.0,7390.0,Hamilton Heights,24305.0,3333.0,775.0,1762.0,673.0,17741.0,1164.0,1082.0,2444.0,679.0,2121.0,2365.0,3004.0,1667.0,2973.0,1612.0,544.0,14568.0,20353.0,14742.0,3304.0,346.0,99.0,4036.0,6677.0,4674.0,7428.0,4697.0,6081.0,2782.0,4708.0,11697.0,1313.0,1458.0,1690.0,5628.0,12292.0,810.0,448.0
90,0.0,858.0,6096.0,12539.0,Manhattanville                                                 ,MN06,13726.0,11027.0,1507.0,1819.0,2669.0,4615.0,3162.0,2861.0,1156.0,1139.0,835.0,1552.0,827.0,320.0,1104.0,2230.0,Manhattanville,10186.0,1121.0,190.0,538.0,194.0,7849.0,743.0,897.0,1083.0,69.0,820.0,1128.0,1017.0,607.0,1877.0,373.0,117.0,8211.0,8693.0,6585.0,1169.0,234.0,0.0,2127.0,2182.0,1049.0,3665.0,3245.0,2234.0,1068.0,2119.0,5700.0,842.0,877.0,667.0,2343.0,5734.0,283.0,183.0
91,49.0,7956.0,6693.0,31565.0,Morningside Heights                                            ,MN09,13046.0,24507.0,1946.0,6241.0,9270.0,12044.0,5422.0,6354.0,2543.0,1338.0,2324.0,3032.0,2194.0,1269.0,2095.0,26275.0,Morningside Heights,24425.0,1951.0,256.0,1232.0,516.0,14258.0,5840.0,925.0,2171.0,2373.0,2020.0,1721.0,2343.0,1927.0,3101.0,2289.0,1355.0,24147.0,21935.0,16291.0,3667.0,139.0,128.0,1874.0,8538.0,14415.0,3991.0,2368.0,2949.0,2174.0,6757.0,17202.0,1030.0,1691.0,990.0,6830.0,13261.0,420.0,338.0
92,16.0,1864.0,27809.0,25757.0,Central Harlem South                                           ,MN11,8457.0,22354.0,2750.0,2845.0,4170.0,9182.0,7337.0,6748.0,3039.0,2478.0,2120.0,2157.0,1111.0,588.0,3586.0,8882.0,Central Harlem South,21606.0,2036.0,307.0,1519.0,618.0,15497.0,1747.0,1333.0,1801.0,1122.0,2008.0,1917.0,2796.0,1450.0,2915.0,2135.0,1226.0,14959.0,21510.0,14271.0,3966.0,366.0,100.0,3185.0,7088.0,6312.0,7130.0,2029.0,4896.0,1928.0,5129.0,11997.0,1140.0,1340.0,1195.0,5454.0,10143.0,544.0,427.0
93,220.0,9851.0,11241.0,74491.0,Upper West Side                                                ,MN12,19938.0,61902.0,4928.0,3797.0,5564.0,26574.0,20787.0,19313.0,9450.0,5828.0,8959.0,13327.0,6798.0,3426.0,7642.0,91812.0,Upper West Side,75867.0,5595.0,966.0,4584.0,3925.0,51180.0,7674.0,2975.0,4048.0,15349.0,3859.0,5602.0,7417.0,6096.0,5041.0,10100.0,6162.0,35375.0,75152.0,50812.0,14155.0,1560.0,122.0,3731.0,35447.0,44160.0,8587.0,3676.0,10068.0,7532.0,23952.0,27049.0,1482.0,4856.0,4207.0,23784.0,22916.0,1037.0,1180.0
94,294.0,8783.0,4342.0,36224.0,Hudson Yards-Chelsea-Flat Iron-Union Square                    ,MN13,10710.0,36779.0,1375.0,2095.0,6058.0,19244.0,13907.0,9813.0,4406.0,2040.0,3308.0,4427.0,2311.0,1061.0,2958.0,46551.0,Hudson Yards-Chelsea-Flat Iron-Union Square,47384.0,3740.0,448.0,2385.0,4148.0,24054.0,12618.0,1456.0,2849.0,10166.0,2224.0,2931.0,4248.0,3830.0,2412.0,5944.0,4070.0,15306.0,45981.0,32396.0,7002.0,623.0,109.0,1831.0,22842.0,20096.0,4638.0,1517.0,5681.0,3425.0,9354.0,18238.0,925.0,1086.0,2307.0,9685.0,20530.0,596.0,484.0
95,18.0,6733.0,2035.0,31067.0,Lincoln Square                                                 ,MN14,5797.0,28812.0,1456.0,1825.0,2279.0,11681.0,10674.0,7734.0,3872.0,2092.0,3701.0,4994.0,3602.0,1740.0,4229.0,44051.0,Lincoln Square,34486.0,2281.0,567.0,1825.0,1858.0,20097.0,6150.0,986.0,1711.0,9305.0,1414.0,1905.0,3540.0,2823.0,2119.0,4598.0,3683.0,14952.0,40202.0,24310.0,6780.0,775.0,219.0,875.0,16225.0,22126.0,2896.0,747.0,3858.0,3163.0,11167.0,10997.0,320.0,1919.0,1546.0,11020.0,11169.0,361.0,440.0
96,0.0,5386.0,2442.0,19360.0,Clinton                                                        ,MN15,8409.0,22287.0,418.0,896.0,3952.0,11574.0,7382.0,5801.0,3191.0,557.0,2214.0,2556.0,1379.0,668.0,1059.0,24483.0,Clinton,27599.0,2753.0,207.0,1593.0,1370.0,12930.0,9677.0,1523.0,2024.0,3432.0,2034.0,2152.0,3576.0,2899.0,1837.0,3687.0,1666.0,9012.0,30680.0,21638.0,2880.0,312.0,0.0,1434.0,12695.0,9996.0,3962.0,1499.0,3865.0,2153.0,4361.0,10286.0,658.0,1020.0,1453.0,4526.0,14298.0,476.0,382.0
97,51.0,5460.0,1121.0,14654.0,Midtown-Midtown South                                          ,MN17,2121.0,13580.0,367.0,1315.0,3119.0,7929.0,4264.0,3038.0,1855.0,357.0,1409.0,2152.0,1136.0,341.0,952.0,18678.0,Midtown-Midtown South,17391.0,1188.0,158.0,702.0,823.0,6241.0,7802.0,729.0,908.0,4534.0,833.0,1423.0,1017.0,908.0,1362.0,2418.0,1741.0,7927.0,21735.0,13231.0,2309.0,289.0,44.0,418.0,8524.0,8385.0,1690.0,502.0,2050.0,1118.0,4254.0,7515.0,253.0,476.0,940.0,4365.0,7265.0,132.0,240.0
98,113.0,6704.0,966.0,26667.0,Turtle Bay-East Midtown                                        ,MN19,3553.0,21930.0,684.0,718.0,3893.0,11976.0,6620.0,6223.0,2729.0,986.0,3237.0,5056.0,3180.0,1350.0,1945.0,36530.0,Turtle Bay-East Midtown,32303.0,1765.0,566.0,2368.0,1982.0,11813.0,12964.0,465.0,1581.0,8123.0,1157.0,1759.0,3211.0,3862.0,1294.0,4986.0,2392.0,10723.0,37062.0,22299.0,5775.0,587.0,169.0,567.0,17433.0,15276.0,2212.0,262.0,3497.0,2696.0,8386.0,12260.0,158.0,1567.0,1442.0,8738.0,9201.0,229.0,305.0
99,16.0,7379.0,2177.0,26491.0,Murray Hill-Kips Bay                                           ,MN20,5306.0,21773.0,797.0,1278.0,5900.0,14836.0,6266.0,5071.0,2369.0,1113.0,2547.0,3501.0,1733.0,923.0,1930.0,32081.0,Murray Hill-Kips Bay,30882.0,1797.0,306.0,1239.0,1574.0,13595.0,11946.0,1118.0,1263.0,4994.0,1144.0,2066.0,3081.0,2853.0,1415.0,4836.0,2587.0,11679.0,30746.0,21277.0,3764.0,252.0,64.0,784.0,16092.0,12494.0,2825.0,636.0,3353.0,2032.0,6436.0,14652.0,276.0,1098.0,1222.0,6627.0,11586.0,237.0,258.0
100,68.0,3217.0,791.0,14742.0,Gramercy                                                       ,MN21,1797.0,12122.0,358.0,1318.0,2658.0,7959.0,4468.0,3282.0,1362.0,541.0,1123.0,1697.0,1018.0,432.0,648.0,20018.0,Gramercy,17172.0,1768.0,102.0,785.0,1156.0,9255.0,4213.0,403.0,823.0,2847.0,624.0,930.0,2176.0,1694.0,953.0,2545.0,1886.0,6346.0,16946.0,12300.0,2232.0,319.0,30.0,369.0,9368.0,6976.0,1536.0,363.0,1870.0,869.0,3259.0,9162.0,75.0,590.0,909.0,3158.0,6877.0,176.0,242.0
101,45.0,6060.0,2291.0,22040.0,East Village                                                   ,MN22,4927.0,21644.0,605.0,3658.0,5491.0,13455.0,6059.0,4998.0,2129.0,560.0,1809.0,2243.0,1240.0,602.0,835.0,29235.0,East Village,27754.0,1496.0,125.0,1003.0,1918.0,15760.0,6777.0,1014.0,1829.0,2291.0,1531.0,1895.0,3426.0,2983.0,2233.0,3337.0,1762.0,12305.0,24704.0,19251.0,2787.0,250.0,13.0,1203.0,13772.0,9140.0,3522.0,1098.0,3197.0,1494.0,3903.0,14363.0,196.0,1170.0,1512.0,4048.0,14449.0,196.0,353.0
102,130.0,5870.0,1258.0,33948.0,West Village                                                   ,MN23,3898.0,32602.0,1235.0,3609.0,4292.0,18796.0,10102.0,7764.0,3571.0,1695.0,4300.0,5337.0,2795.0,909.0,2145.0,53302.0,West Village,42507.0,2583.0,497.0,1819.0,2837.0,22797.0,10617.0,936.0,1915.0,9900.0,1737.0,2466.0,4610.0,3567.0,1722.0,5666.0,4282.0,16301.0,42814.0,29305.0,6979.0,368.0,149.0,431.0,24147.0,20615.0,2999.0,454.0,3794.0,2806.0,9251.0,17739.0,223.0,1611.0,2014.0,9177.0,17882.0,322.0,450.0
103,31.0,9180.0,861.0,20873.0,SoHo-TriBeCa-Civic Center-Little Italy                         ,MN24,2401.0,20993.0,1529.0,1206.0,4010.0,10872.0,6356.0,4518.0,2311.0,1567.0,2905.0,2792.0,1220.0,621.0,1959.0,27709.0,SoHo-TriBeCa-Civic Center-Little Italy,25293.0,1614.0,270.0,1436.0,1838.0,13660.0,5896.0,705.0,1181.0,5824.0,995.0,1132.0,2138.0,1565.0,1418.0,2541.0,2026.0,9719.0,22724.0,14834.0,4330.0,255.0,106.0,964.0,13004.0,10065.0,2379.0,2341.0,2352.0,1274.0,6905.0,8926.0,312.0,1231.0,890.0,6933.0,9834.0,236.0,270.0
104,49.0,8208.0,1208.0,20458.0,Battery Park City-Lower Manhattan                              ,MN25,3880.0,20136.0,814.0,1293.0,3961.0,13274.0,7550.0,4079.0,1238.0,1535.0,1489.0,1199.0,720.0,472.0,2970.0,26157.0,Battery Park City-Lower Manhattan,27167.0,1379.0,141.0,1214.0,779.0,15221.0,8018.0,439.0,880.0,6047.0,636.0,1002.0,1938.0,2136.0,1053.0,3606.0,2312.0,6508.0,24098.0,15344.0,4082.0,453.0,170.0,532.0,12807.0,11573.0,1196.0,645.0,2324.0,1375.0,6980.0,8685.0,235.0,872.0,918.0,7149.0,8688.0,131.0,242.0
105,327.0,29295.0,1946.0,22833.0,Chinatown                                                      ,MN27,5977.0,23538.0,2043.0,2054.0,3413.0,9200.0,7532.0,5805.0,2208.0,2135.0,3199.0,3274.0,2621.0,1188.0,1699.0,7475.0,Chinatown,21167.0,2403.0,818.0,727.0,826.0,11285.0,6197.0,1781.0,2701.0,803.0,1674.0,1738.0,2597.0,1673.0,2907.0,1436.0,685.0,16623.0,20039.0,15666.0,2005.0,301.0,23.0,3793.0,7884.0,2576.0,6739.0,10075.0,2945.0,1601.0,7897.0,7409.0,837.0,2474.0,1276.0,8526.0,9574.0,329.0,571.0
106,40.0,19186.0,7227.0,39987.0,Lower East Side                                                ,MN28,29885.0,35673.0,3573.0,4342.0,5230.0,12674.0,10691.0,10433.0,4538.0,2923.0,5019.0,6910.0,4438.0,1897.0,2992.0,16828.0,Lower East Side,30616.0,4006.0,913.0,2408.0,1654.0,16560.0,7432.0,3332.0,4470.0,1765.0,2946.0,2839.0,4328.0,1793.0,5332.0,2725.0,863.0,30580.0,32183.0,24234.0,5453.0,678.0,28.0,6886.0,11572.0,5708.0,11856.0,11422.0,6713.0,3665.0,11509.0,14230.0,1712.0,4210.0,2142.0,10956.0,15934.0,876.0,938.0
107,0.0,8210.0,3679.0,45045.0,Lenox Hill-Roosevelt Island                                    ,MN31,5784.0,34182.0,1527.0,1339.0,4465.0,20492.0,13110.0,8839.0,3629.0,2432.0,5065.0,7922.0,3912.0,1923.0,4572.0,59767.0,Lenox Hill-Roosevelt Island,47921.0,2730.0,818.0,3340.0,3586.0,24528.0,11909.0,1052.0,1738.0,10641.0,2492.0,3177.0,6761.0,4400.0,2398.0,7280.0,3220.0,19808.0,51980.0,32228.0,9846.0,943.0,142.0,1596.0,24278.0,25427.0,5111.0,849.0,5656.0,4178.0,13764.0,19616.0,947.0,2126.0,1962.0,13795.0,13154.0,410.0,744.0
108,17.0,6741.0,2255.0,44400.0,Yorkville                                                      ,MN32,7651.0,33636.0,2360.0,1368.0,4283.0,20294.0,12434.0,9479.0,4658.0,2508.0,4229.0,6576.0,3934.0,1950.0,3963.0,59764.0,Yorkville,48237.0,3027.0,858.0,3431.0,2510.0,30585.0,6585.0,1205.0,3084.0,9566.0,1954.0,3275.0,6198.0,5341.0,2197.0,6874.0,3790.0,17686.0,48737.0,32264.0,10533.0,482.0,205.0,1413.0,26335.0,22917.0,4560.0,1334.0,5043.0,3695.0,14185.0,18098.0,797.0,2831.0,1844.0,14106.0,12796.0,310.0,543.0
109,0.0,5741.0,14259.0,30968.0,East Harlem South                                              ,MN33,25635.0,27969.0,3586.0,4173.0,5052.0,11752.0,7183.0,7566.0,3234.0,2646.0,3305.0,3581.0,2730.0,1058.0,3071.0,11660.0,East Harlem South,25714.0,3598.0,335.0,1793.0,1179.0,16983.0,3969.0,2614.0,2736.0,1298.0,2621.0,2442.0,3005.0,1806.0,3212.0,2341.0,561.0,19640.0,24863.0,18458.0,3642.0,466.0,70.0,5495.0,8236.0,6230.0,9573.0,4278.0,4506.0,2907.0,6789.0,12735.0,1286.0,2968.0,2134.0,6737.0,12992.0,555.0,531.0
110,22.0,2943.0,20804.0,32259.0,East Harlem North                                              ,MN34,29093.0,26561.0,4610.0,4582.0,5540.0,9618.0,7308.0,7177.0,3215.0,3425.0,2579.0,3532.0,2031.0,1156.0,4047.0,4892.0,East Harlem North,20812.0,3016.0,399.0,1341.0,523.0,15287.0,2224.0,2748.0,3408.0,451.0,2321.0,2522.0,2576.0,1414.0,4841.0,1319.0,446.0,22106.0,24375.0,18325.0,3244.0,347.0,130.0,6109.0,5130.0,3130.0,9475.0,5243.0,5595.0,2780.0,5136.0,14983.0,1320.0,2583.0,1647.0,5161.0,11868.0,778.0,482.0
111,36.0,2092.0,3487.0,37694.0,Washington Heights North                                       ,MN35,47731.0,35417.0,3676.0,4438.0,7374.0,12589.0,9727.0,10079.0,4121.0,2818.0,3817.0,5575.0,3050.0,1596.0,4251.0,18871.0,Washington Heights North,35019.0,5982.0,1725.0,3038.0,552.0,21909.0,4553.0,1710.0,3196.0,1014.0,2589.0,3158.0,4022.0,3082.0,2829.0,2667.0,1061.0,20509.0,26715.0,18947.0,5573.0,702.0,106.0,6011.0,10609.0,7986.0,8693.0,7423.0,7484.0,4751.0,10005.0,13005.0,2192.0,2768.0,2202.0,10373.0,15134.0,1396.0,540.0
112,94.0,2319.0,9821.0,45119.0,Washington Heights South                                       ,MN36,64601.0,43092.0,3724.0,5330.0,8232.0,17498.0,12633.0,11303.0,5679.0,4013.0,4740.0,5581.0,2949.0,1687.0,4842.0,9479.0,Washington Heights South,39655.0,7464.0,1699.0,2856.0,1322.0,24841.0,4849.0,2748.0,3753.0,640.0,3641.0,3552.0,4598.0,2651.0,4222.0,2172.0,601.0,27580.0,30509.0,22583.0,5073.0,782.0,140.0,8799.0,10437.0,5738.0,12133.0,13451.0,8750.0,5679.0,9551.0,16636.0,2998.0,3511.0,3439.0,10350.0,21359.0,1302.0,807.0
113,113.0,3067.0,835.0,32764.0,Upper East Side-Carnegie Hill                                  ,MN40,3110.0,25981.0,3198.0,2113.0,2000.0,7191.0,7329.0,8414.0,3742.0,2828.0,4462.0,7849.0,4986.0,1764.0,2869.0,50560.0,Upper East Side-Carnegie Hill,30158.0,1647.0,649.0,2750.0,3050.0,14414.0,5690.0,434.0,1129.0,11507.0,1056.0,1466.0,2866.0,2438.0,1113.0,3961.0,2644.0,17324.0,37512.0,18279.0,8718.0,1337.0,280.0,548.0,17018.0,20929.0,2396.0,255.0,3402.0,2741.0,13839.0,8507.0,402.0,2710.0,1431.0,13627.0,5892.0,236.0,465.0
114,12.0,3482.0,799.0,13221.0,Stuyvesant Town-Cooper Village                                 ,MN50,1655.0,9775.0,456.0,170.0,3694.0,5565.0,2305.0,2312.0,1694.0,734.0,1593.0,1677.0,1201.0,900.0,695.0,16565.0,Stuyvesant Town-Cooper Village,13436.0,1050.0,425.0,787.0,900.0,7308.0,2873.0,423.0,511.0,1635.0,461.0,811.0,1116.0,1393.0,661.0,2026.0,1339.0,6532.0,10756.0,7630.0,2562.0,184.0,0.0,342.0,7147.0,6032.0,1137.0,315.0,1595.0,813.0,3313.0,6486.0,226.0,1256.0,447.0,3463.0,4955.0,38.0,114.0
115,332.0,2540.0,25900.0,21211.0,South Jamaica                                                  ,QN01,6740.0,17797.0,3235.0,3382.0,2853.0,5331.0,5386.0,5010.0,1986.0,2962.0,1792.0,2457.0,1108.0,543.0,2963.0,246.0,South Jamaica,15849.0,3537.0,913.0,5197.0,226.0,7891.0,720.0,851.0,1313.0,192.0,1196.0,1684.0,2149.0,1258.0,1401.0,1349.0,510.0,9696.0,13518.0,5192.0,4022.0,2084.0,605.0,2975.0,2598.0,1107.0,7786.0,2599.0,4747.0,1626.0,4656.0,8055.0,848.0,1711.0,802.0,4666.0,6717.0,479.0,288.0
116,0.0,214.0,23640.0,15409.0,Springfield Gardens North                                      ,QN02,2189.0,11116.0,1662.0,1759.0,1719.0,3363.0,3833.0,3744.0,1697.0,1604.0,1432.0,2049.0,1359.0,720.0,1584.0,322.0,Springfield Gardens North,12287.0,1836.0,521.0,4877.0,57.0,5450.0,370.0,404.0,1024.0,99.0,1051.0,1824.0,1801.0,1490.0,653.0,1018.0,611.0,7088.0,10638.0,2745.0,4736.0,2192.0,302.0,1661.0,2884.0,1232.0,5053.0,1092.0,4733.0,1309.0,3234.0,5765.0,897.0,1505.0,811.0,3043.0,4513.0,150.0,448.0
117,0.0,363.0,17389.0,10966.0,Springfield Gardens South-Brookville                           ,QN03,1475.0,9111.0,1408.0,1201.0,1971.0,3165.0,2555.0,3062.0,1063.0,1352.0,1016.0,1189.0,642.0,200.0,1253.0,289.0,Springfield Gardens South-Brookville,9312.0,1185.0,537.0,4410.0,39.0,3456.0,126.0,269.0,239.0,202.0,361.0,523.0,1151.0,840.0,226.0,1502.0,437.0,5356.0,6136.0,915.0,2559.0,1752.0,524.0,1243.0,2032.0,1143.0,3799.0,535.0,3101.0,1028.0,2749.0,4030.0,398.0,750.0,416.0,2843.0,3413.0,330.0,107.0
118,27.0,951.0,23171.0,15643.0,Rosedale                                                       ,QN05,2097.0,12272.0,2028.0,2080.0,2117.0,4119.0,3422.0,4384.0,1846.0,2107.0,1492.0,1501.0,546.0,315.0,1958.0,1395.0,Rosedale,14286.0,1192.0,1138.0,7125.0,192.0,4699.0,251.0,116.0,258.0,499.0,654.0,1029.0,1143.0,1380.0,151.0,1807.0,947.0,5897.0,8223.0,874.0,3563.0,2541.0,1006.0,977.0,3696.0,1538.0,4749.0,736.0,4143.0,1316.0,4221.0,5411.0,637.0,938.0,591.0,4395.0,3956.0,215.0,142.0
119,74.0,7835.0,6851.0,14357.0,Jamaica Estates-Holliswood                                     ,QN06,3473.0,11587.0,1639.0,1346.0,1811.0,2817.0,3387.0,4141.0,1738.0,1322.0,1578.0,2541.0,1473.0,790.0,1361.0,6424.0,Jamaica Estates-Holliswood,11787.0,1022.0,801.0,4699.0,91.0,5228.0,288.0,239.0,976.0,748.0,752.0,1300.0,1654.0,1250.0,361.0,1493.0,736.0,8601.0,10004.0,2343.0,4260.0,2322.0,584.0,1248.0,4655.0,3769.0,3721.0,1267.0,2676.0,1348.0,5185.0,4042.0,506.0,1212.0,662.0,4967.0,3268.0,245.0,187.0
120,8.0,3130.0,12876.0,11059.0,Hollis                                                         ,QN07,2287.0,9420.0,1212.0,1521.0,1864.0,2701.0,2777.0,3283.0,1377.0,851.0,1234.0,1524.0,725.0,399.0,1011.0,523.0,Hollis,9838.0,1850.0,629.0,3889.0,132.0,4207.0,322.0,299.0,480.0,204.0,548.0,761.0,1306.0,615.0,468.0,1088.0,392.0,5442.0,6652.0,1759.0,2236.0,1604.0,562.0,1345.0,2182.0,934.0,4092.0,1339.0,2922.0,1178.0,3306.0,3456.0,519.0,959.0,640.0,3203.0,3760.0,237.0,147.0
121,38.0,763.0,46457.0,28828.0,St. Albans                                                     ,QN08,3681.0,24171.0,3592.0,3742.0,3847.0,6946.0,6867.0,8465.0,3397.0,3275.0,2741.0,3433.0,2328.0,1065.0,3301.0,613.0,St. Albans,25475.0,3910.0,1479.0,11738.0,271.0,10284.0,394.0,368.0,1384.0,533.0,1282.0,1816.0,2651.0,2463.0,677.0,3342.0,1066.0,12863.0,16782.0,3330.0,6331.0,4457.0,1464.0,2673.0,5181.0,2602.0,10936.0,1750.0,8521.0,2809.0,7128.0,10483.0,996.0,2449.0,1551.0,7519.0,8496.0,811.0,589.0
122,8.0,570.0,2184.0,15100.0,Breezy Point-Belle Harbor-Rockaway Park-Broad                  ,QN10,3456.0,14364.0,1885.0,1836.0,1159.0,3001.0,3734.0,4841.0,2210.0,1844.0,2177.0,2557.0,1945.0,776.0,1499.0,22927.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,12214.0,1145.0,959.0,6576.0,250.0,3179.0,497.0,522.0,925.0,829.0,791.0,974.0,1700.0,1857.0,483.0,1984.0,1036.0,10432.0,13546.0,2232.0,4831.0,3177.0,861.0,1604.0,4179.0,3490.0,5209.0,998.0,4011.0,1338.0,6151.0,3240.0,329.0,1525.0,779.0,6121.0,4204.0,180.0,369.0
123,0.0,1426.0,18472.0,19552.0,Hammels-Arverne-Edgemere                                       ,QN12,9260.0,16703.0,2809.0,3176.0,2818.0,4305.0,4641.0,5470.0,1800.0,2690.0,1609.0,2192.0,1398.0,449.0,2898.0,6172.0,Hammels-Arverne-Edgemere,12818.0,2413.0,606.0,4829.0,104.0,5961.0,609.0,776.0,1268.0,249.0,1610.0,1596.0,1969.0,1245.0,1907.0,1286.0,360.0,11852.0,13995.0,5668.0,4709.0,1588.0,301.0,3439.0,2961.0,1214.0,6457.0,1908.0,4340.0,1871.0,3875.0,7216.0,1105.0,1663.0,935.0,4164.0,6448.0,355.0,226.0
124,96.0,1206.0,21733.0,27087.0,Far Rockaway-Bayswater                                         ,QN15,12915.0,23227.0,3441.0,3280.0,4329.0,7654.0,5349.0,5620.0,2859.0,3465.0,2181.0,3576.0,2241.0,940.0,5379.0,13295.0,Far Rockaway-Bayswater,19651.0,2446.0,1114.0,7031.0,567.0,8069.0,2055.0,1293.0,1795.0,677.0,1237.0,1683.0,2399.0,1831.0,2869.0,1577.0,585.0,15257.0,17845.0,7162.0,5207.0,2893.0,684.0,4052.0,4378.0,2752.0,8424.0,3881.0,4934.0,2212.0,6709.0,8439.0,1183.0,2201.0,1065.0,7057.0,8044.0,682.0,437.0
125,192.0,20251.0,2262.0,44789.0,Forest Hills                                                   ,QN17,11025.0,39589.0,3607.0,3136.0,3423.0,13152.0,13787.0,11907.0,5880.0,4329.0,5173.0,7137.0,5200.0,2852.0,4795.0,48721.0,Forest Hills,42367.0,3393.0,2352.0,9052.0,345.0,25325.0,2690.0,1570.0,3381.0,2749.0,2709.0,4299.0,6843.0,5165.0,2337.0,6434.0,3222.0,25332.0,41767.0,16151.0,18348.0,3616.0,594.0,2107.0,19368.0,16165.0,11321.0,2812.0,8235.0,3841.0,18373.0,10860.0,807.0,4364.0,1708.0,18596.0,11367.0,718.0,1013.0
126,64.0,8068.0,571.0,14591.0,Rego Park                                                      ,QN18,5015.0,13304.0,882.0,1031.0,1464.0,5228.0,3672.0,3769.0,2496.0,1171.0,2025.0,2264.0,1453.0,713.0,1727.0,13232.0,Rego Park,14121.0,1366.0,696.0,3452.0,116.0,7978.0,1365.0,465.0,1246.0,571.0,1320.0,1840.0,1974.0,1560.0,977.0,1746.0,687.0,8365.0,12977.0,4925.0,5986.0,1208.0,267.0,1211.0,6738.0,3972.0,4288.0,962.0,2648.0,1295.0,5946.0,4251.0,254.0,1310.0,847.0,6063.0,3725.0,195.0,229.0
127,101.0,1146.0,280.0,16254.0,Glendale                                                       ,QN19,11256.0,15694.0,2014.0,2016.0,2287.0,4918.0,4393.0,4702.0,2113.0,1649.0,1775.0,2501.0,1288.0,485.0,1807.0,18905.0,Glendale,14222.0,1243.0,819.0,5629.0,116.0,6364.0,797.0,458.0,1354.0,384.0,946.0,1426.0,1952.0,1769.0,767.0,1763.0,669.0,10537.0,12519.0,3491.0,5013.0,2259.0,725.0,1926.0,2892.0,1494.0,8175.0,1910.0,4402.0,1314.0,6340.0,4453.0,250.0,1522.0,901.0,6308.0,4852.0,246.0,292.0
128,66.0,5656.0,1327.0,35357.0,Ridgewood                                                      ,QN20,35589.0,34544.0,4561.0,4323.0,5856.0,11977.0,10668.0,9146.0,4324.0,4159.0,2944.0,3645.0,2147.0,848.0,5303.0,26654.0,Ridgewood,31481.0,2990.0,1339.0,5484.0,641.0,20531.0,2256.0,1488.0,2992.0,578.0,2529.0,3303.0,4318.0,3184.0,2282.0,2651.0,749.0,20578.0,26038.0,13277.0,8362.0,1949.0,486.0,4809.0,6153.0,2856.0,15300.0,6632.0,7587.0,2592.0,11846.0,10591.0,1178.0,2537.0,1631.0,12537.0,11885.0,442.0,639.0
129,0.0,3082.0,381.0,20337.0,Middle Village                                                 ,QN21,5985.0,18623.0,2026.0,1928.0,1902.0,5214.0,5734.0,5748.0,2686.0,2177.0,2593.0,3744.0,2325.0,1190.0,1693.0,29358.0,Middle Village,18318.0,1530.0,1319.0,8220.0,171.0,7225.0,821.0,715.0,1164.0,896.0,1427.0,1527.0,2369.0,2196.0,820.0,2815.0,1032.0,12882.0,16116.0,3585.0,6655.0,3519.0,1202.0,2146.0,5533.0,3247.0,9195.0,2428.0,4629.0,1286.0,8707.0,5138.0,360.0,2206.0,969.0,8847.0,4964.0,199.0,388.0
130,599.0,46439.0,2536.0,36610.0,Flushing                                                       ,QN22,10937.0,32292.0,2725.0,3544.0,4331.0,9884.0,9932.0,11477.0,5330.0,3022.0,4215.0,5469.0,3936.0,2246.0,2791.0,6429.0,Flushing,32369.0,3160.0,3977.0,6127.0,824.0,15833.0,4079.0,1805.0,4022.0,593.0,2859.0,3611.0,4271.0,2648.0,3019.0,2297.0,552.0,24243.0,28219.0,14643.0,8954.0,1644.0,436.0,5779.0,9923.0,4329.0,14874.0,7445.0,4943.0,3419.0,15158.0,8827.0,1249.0,3955.0,780.0,15760.0,9972.0,608.0,636.0
131,121.0,7301.0,545.0,12253.0,College Point                                                  ,QN23,9292.0,12217.0,1334.0,1448.0,1561.0,3637.0,3681.0,3174.0,1737.0,1415.0,1646.0,1679.0,1096.0,544.0,1518.0,6789.0,College Point,11552.0,1453.0,1180.0,4126.0,135.0,4280.0,969.0,174.0,857.0,291.0,568.0,1278.0,1633.0,1185.0,362.0,1028.0,420.0,6869.0,8470.0,1762.0,3739.0,1659.0,636.0,1678.0,2943.0,1044.0,5705.0,2002.0,2711.0,1139.0,4854.0,2998.0,332.0,1121.0,816.0,4961.0,3643.0,172.0,167.0
