cldCvr,dewPt,feelsLike,postal_code,precip,relHum,snowfall,spcHum,temp,timestamp,wetBulb,windSpd
9.0,28.3,35.4,10019,0.0,64.5,0,3.21,39.2,2014-04-01T00:00:00-04:00,35.2,5.2
100.0,27.7,36.1,10019,0.0,63.6,0,3.13,39.0,2014-04-01T01:00:00-04:00,34.9,4.1
14.0,28.0,37.2,10019,0.0,65.0,0,3.17,38.8,2014-04-01T02:00:00-04:00,34.8,2.8
10.0,28.4,36.5,10019,0.0,67.3,0,3.22,38.2,2014-04-01T03:00:00-04:00,34.6,2.9
7.0,28.5,35.2,10019,0.0,70.3,0,3.24,37.2,2014-04-01T04:00:00-04:00,34.0,3.0
3.0,28.1,34.5,10019,0.0,69.9,0,3.19,37.0,2014-04-01T05:00:00-04:00,33.8,3.4
2.0,28.0,34.0,10019,0.0,70.4,0,3.18,36.8,2014-04-01T06:00:00-04:00,33.6,3.6
2.0,28.2,33.8,10019,0.0,72.1,0,3.21,36.4,2014-04-01T07:00:00-04:00,33.4,3.4
1.0,29.3,36.1,10019,0.0,67.6,0,3.35,39.1,2014-04-01T08:00:00-04:00,35.5,4.2
6.0,28.9,38.2,10019,0.0,59.4,0,3.29,42.0,2014-04-01T09:00:00-04:00,37.2,6.0
11.0,29.1,42.3,10019,0.0,53.6,0,3.31,44.9,2014-04-01T10:00:00-04:00,39.0,4.8
3.0,29.9,47.6,10019,0.0,48.7,0,3.44,48.4,2014-04-01T11:00:00-04:00,41.4,3.2
9.0,30.3,51.0,10019,0.0,44.6,0,3.48,51.1,2014-04-01T12:00:00-04:00,43.1,2.9
16.0,31.0,54.6,10019,0.0,40.5,0,3.6,54.6,2014-04-01T13:00:00-04:00,45.4,2.2
44.0,31.6,57.4,10019,0.0,37.4,0,3.68,57.4,2014-04-01T14:00:00-04:00,47.2,3.0
71.0,31.6,58.7,10019,0.0,35.6,0,3.69,58.7,2014-04-01T15:00:00-04:00,48.0,2.1
85.0,32.6,59.0,10019,0.0,36.6,0,3.84,59.0,2014-04-01T16:00:00-04:00,48.4,3.3
83.0,32.4,59.7,10019,0.0,35.5,0,3.81,59.7,2014-04-01T17:00:00-04:00,48.7,2.7
94.0,33.4,52.8,10019,0.0,45.0,0,3.97,54.3,2014-04-01T18:00:00-04:00,45.7,6.0
65.0,32.7,47.9,10019,0.0,51.1,0,3.86,50.1,2014-04-01T19:00:00-04:00,43.1,5.8
100.0,33.1,45.4,10019,0.0,57.8,0,3.91,47.2,2014-04-01T20:00:00-04:00,41.4,4.2
25.0,33.2,44.5,10019,0.0,60.8,0,3.93,46.0,2014-04-01T21:00:00-04:00,40.8,3.7
21.0,34.5,43.7,10019,0.0,67.1,0,4.14,44.7,2014-04-01T22:00:00-04:00,40.4,3.0
18.0,34.3,41.5,10019,0.0,71.2,0,4.1,43.0,2014-04-01T23:00:00-04:00,39.3,3.2
21.0,34.6,40.5,10019,0.0,75.3,0,4.15,41.8,2014-04-02T00:00:00-04:00,38.8,2.9
24.0,34.4,40.7,10019,0.0,77.0,0,4.13,41.1,2014-04-02T01:00:00-04:00,38.3,2.2
27.0,35.2,40.7,10019,0.0,80.8,0,4.26,40.7,2014-04-02T02:00:00-04:00,38.4,1.9
30.0,35.5,40.2,10019,0.0,83.1,0,4.3,40.2,2014-04-02T03:00:00-04:00,38.2,1.3
84.0,36.0,39.5,10019,0.0,87.4,0,4.4,39.5,2014-04-02T04:00:00-04:00,38.0,1.4
87.0,37.0,39.7,10019,0.0,90.1,0,4.57,39.7,2014-04-02T05:00:00-04:00,38.5,0.6
95.0,37.6,40.6,10019,0.0,88.9,0,4.68,40.6,2014-04-02T06:00:00-04:00,39.3,1.8
92.0,38.4,40.6,10019,0.0,91.4,0,4.83,40.7,2014-04-02T07:00:00-04:00,39.7,2.0
100.0,39.3,42.1,10019,0.0,89.6,0,4.98,42.1,2014-04-02T08:00:00-04:00,40.8,0.4
100.0,39.6,44.1,10019,0.0,84.1,0,5.05,44.1,2014-04-02T09:00:00-04:00,42.0,1.5
100.0,39.9,43.7,10019,0.0,82.7,0,5.12,44.9,2014-04-02T10:00:00-04:00,42.6,3.2
88.0,39.8,45.8,10019,0.0,79.0,0,5.09,45.9,2014-04-02T11:00:00-04:00,43.1,2.3
99.0,40.7,46.6,10019,0.0,79.7,0,5.27,46.6,2014-04-02T12:00:00-04:00,43.8,1.6
100.0,40.8,47.7,10019,0.0,76.9,0,5.3,47.7,2014-04-02T13:00:00-04:00,44.4,0.2
84.0,41.7,48.5,10019,0.0,77.1,0,5.49,48.5,2014-04-02T14:00:00-04:00,45.2,1.1
93.0,41.5,47.7,10019,0.0,76.9,0,5.44,48.3,2014-04-02T15:00:00-04:00,45.1,3.2
89.0,42.5,49.3,10019,0.0,74.4,0,5.66,50.3,2014-04-02T16:00:00-04:00,46.5,3.9
63.0,43.4,51.8,10019,0.0,72.9,0,5.88,51.8,2014-04-02T17:00:00-04:00,47.7,3.0
53.0,43.5,52.2,10019,0.0,71.8,0,5.89,52.3,2014-04-02T18:00:00-04:00,47.9,3.1
42.0,43.0,49.7,10019,0.0,76.5,0,5.77,50.1,2014-04-02T19:00:00-04:00,46.6,3.0
32.0,42.7,48.0,10019,0.0,81.9,0,5.71,48.0,2014-04-02T20:00:00-04:00,45.4,1.9
35.0,42.7,46.8,10019,0.0,85.5,0,5.7,46.8,2014-04-02T21:00:00-04:00,44.8,1.0
39.0,42.6,45.4,10019,0.0,89.9,0,5.68,45.4,2014-04-02T22:00:00-04:00,44.0,0.4
100.0,42.3,44.7,10019,0.0,91.0,0,5.62,44.7,2014-04-02T23:00:00-04:00,43.6,0.8
46.0,42.3,44.4,10019,0.0,92.4,0,5.62,44.4,2014-04-03T00:00:00-04:00,43.4,0.7
50.0,42.8,44.2,10019,0.0,94.7,0,5.72,44.2,2014-04-03T01:00:00-04:00,43.5,1.1
100.0,43.0,44.6,10019,0.0,94.2,0,5.77,44.6,2014-04-03T02:00:00-04:00,43.8,0.1
100.0,43.5,45.5,10019,0.0,92.5,0,5.89,45.5,2014-04-03T03:00:00-04:00,44.5,0.8
100.0,41.9,44.5,10019,0.0,90.4,0,5.53,44.5,2014-04-03T04:00:00-04:00,43.2,2.0
100.0,41.3,44.9,10019,0.0,87.3,0,5.41,44.9,2014-04-03T05:00:00-04:00,43.2,1.9
100.0,39.6,45.7,10019,0.0,79.3,0,5.07,45.7,2014-04-03T06:00:00-04:00,42.9,2.2
83.0,36.1,45.2,10019,0.0,69.4,0,4.4,45.5,2014-04-03T07:00:00-04:00,41.4,2.4
82.0,33.2,46.4,10019,0.0,59.5,0,3.92,46.6,2014-04-03T08:00:00-04:00,41.1,2.5
56.0,30.9,46.9,10019,0.0,50.3,0,3.57,48.5,2014-04-03T09:00:00-04:00,41.7,4.3
31.0,29.8,51.1,10019,0.0,43.6,0,3.41,51.1,2014-04-03T10:00:00-04:00,43.0,2.8
5.0,29.4,54.3,10019,0.0,38.2,0,3.36,54.3,2014-04-03T11:00:00-04:00,45.0,2.6
10.0,26.6,57.4,10019,0.0,30.4,0,2.99,57.4,2014-04-03T12:00:00-04:00,46.6,2.0
14.0,24.9,60.2,10019,0.0,25.6,0,2.79,60.2,2014-04-03T13:00:00-04:00,48.3,2.7
19.0,23.3,63.0,10019,0.0,21.8,0,2.62,63.0,2014-04-03T14:00:00-04:00,50.1,2.3
58.0,23.1,63.5,10019,0.0,21.1,0,2.59,63.5,2014-04-03T15:00:00-04:00,50.5,1.5
36.0,22.2,65.3,10019,0.0,19.2,0,2.5,65.3,2014-04-03T16:00:00-04:00,51.7,2.8
60.0,25.0,63.8,10019,0.0,22.7,0,2.81,63.8,2014-04-03T17:00:00-04:00,50.7,0.9
81.0,28.3,60.6,10019,0.0,29.2,0,3.23,60.6,2014-04-03T18:00:00-04:00,48.8,3.8
78.0,30.1,57.0,10019,0.0,35.6,0,3.47,57.0,2014-04-03T19:00:00-04:00,46.7,6.0
83.0,29.7,50.7,10019,0.0,41.6,0,3.41,52.3,2014-04-03T20:00:00-04:00,43.8,5.4
79.0,28.9,51.1,10019,0.0,41.4,0,3.31,51.6,2014-04-03T21:00:00-04:00,43.2,3.4
100.0,30.5,51.3,10019,0.0,44.7,0,3.53,51.3,2014-04-03T22:00:00-04:00,43.3,1.9
96.0,38.2,49.1,10019,0.03,65.9,0,4.78,49.1,2014-04-03T23:00:00-04:00,44.2,1.7
75.0,41.3,47.3,10019,0.04,79.3,0,5.4,47.3,2014-04-04T00:00:00-04:00,44.5,0.9
91.0,41.9,46.4,10019,0.01,84.3,0,5.53,46.4,2014-04-04T01:00:00-04:00,44.2,2.2
88.0,41.4,44.4,10019,0.01,87.2,0,5.43,45.0,2014-04-04T02:00:00-04:00,43.3,2.6
88.0,40.5,42.1,10019,0.0,86.9,0,5.25,44.2,2014-04-04T03:00:00-04:00,42.5,4.0
100.0,39.6,40.7,10019,0.0,87.1,0,5.06,43.2,2014-04-04T04:00:00-04:00,41.5,4.3
100.0,39.6,40.7,10019,0.0,88.2,0,5.07,42.9,2014-04-04T05:00:00-04:00,41.4,4.0
100.0,38.8,40.1,10019,0.01,87.3,0,4.91,42.3,2014-04-04T06:00:00-04:00,40.7,3.8
81.0,37.9,40.4,10019,0.01,82.8,0,4.73,42.7,2014-04-04T07:00:00-04:00,40.5,4.1
51.0,37.8,39.0,10019,0.01,84.7,0,4.72,42.1,2014-04-04T08:00:00-04:00,40.2,4.9
100.0,37.8,39.6,10019,0.0,83.2,0,4.71,42.5,2014-04-04T09:00:00-04:00,40.4,4.7
100.0,37.9,39.0,10019,0.0,81.8,0,4.73,43.1,2014-04-04T10:00:00-04:00,40.7,6.8
72.0,37.3,39.0,10019,0.0,80.5,0,4.63,42.9,2014-04-04T11:00:00-04:00,40.4,6.3
86.0,36.8,38.3,10019,0.0,79.9,0,4.54,42.6,2014-04-04T12:00:00-04:00,40.0,6.9
74.0,36.4,36.6,10019,0.0,81.5,0,4.47,41.7,2014-04-04T13:00:00-04:00,39.4,8.1
44.0,36.6,35.9,10019,0.0,82.7,0,4.52,41.5,2014-04-04T14:00:00-04:00,39.4,9.0
64.0,37.2,36.8,10019,0.0,83.6,0,4.62,41.8,2014-04-04T15:00:00-04:00,39.7,8.0
52.0,37.7,35.2,10019,0.0,88.9,0,4.73,40.8,2014-04-04T16:00:00-04:00,39.4,8.7
93.0,37.4,35.5,10019,0.0,87.3,0,4.66,40.8,2014-04-04T17:00:00-04:00,39.3,8.2
93.0,38.2,33.6,10019,0.0,93.9,0,4.83,39.8,2014-04-04T18:00:00-04:00,39.1,9.6
63.0,38.3,35.7,10019,0.01,92.2,0,4.83,40.3,2014-04-04T19:00:00-04:00,39.4,6.8
75.0,38.5,35.8,10019,0.04,95.0,0,4.89,39.9,2014-04-04T20:00:00-04:00,5.0,85.0
84.0,38.9,36.6,10019,0.01,94.0,0,4.96,40.5,2014-04-04T21:00:00-04:00,4.9,56.0
87.0,39.4,36.1,10019,0.01,96.0,0,5.05,40.3,2014-04-04T22:00:00-04:00,5.2,49.0
25.0,38.4,34.5,10019,0.0,97.0,0,4.87,39.2,2014-04-04T23:00:00-04:00,5.6,55.0
68.0,38.4,35.7,10019,0.06,95.0,0,4.87,39.6,2014-04-05T00:00:00-04:00,4.7,40.0
66.0,38.0,35.8,10019,0.03,95.1,0,4.81,39.3,2014-04-05T01:00:00-04:00,38.7,4.9
62.0,38.7,37.1,10019,0.0,96.4,0,4.94,39.6,2014-04-05T02:00:00-04:00,39.2,3.8
86.0,38.9,36.6,10019,0.0,97.1,0,4.99,39.7,2014-04-05T03:00:00-04:00,39.3,4.4
37.0,39.0,39.0,10019,0.0,94.4,0,5.0,40.5,2014-04-05T04:00:00-04:00,39.8,3.0
99.0,39.3,39.0,10019,0.0,95.8,0,5.05,40.4,2014-04-05T05:00:00-04:00,39.8,2.8
100.0,39.4,39.4,10019,0.0,93.7,0,5.08,41.1,2014-04-05T06:00:00-04:00,40.3,3.2
58.0,40.1,41.0,10019,0.0,96.3,0,5.2,41.0,2014-04-05T07:00:00-04:00,40.6,1.8
48.0,41.1,42.3,10019,0.0,92.8,0,5.42,43.0,2014-04-05T08:00:00-04:00,42.1,2.6
41.0,43.0,44.5,10019,0.0,84.6,0,5.82,47.4,2014-04-05T09:00:00-04:00,45.2,6.1
34.0,37.5,46.9,10019,0.0,59.3,0,4.71,51.2,2014-04-05T10:00:00-04:00,45.1,12.0
27.0,32.2,47.2,10019,0.0,46.7,0,3.8,51.9,2014-04-05T11:00:00-04:00,44.0,14.6
29.0,31.2,45.4,10019,0.0,47.0,0,3.65,50.7,2014-04-05T12:00:00-04:00,43.0,15.7
100.0,30.9,46.6,10019,0.0,45.5,0,3.6,51.2,2014-04-05T13:00:00-04:00,43.3,13.5
32.0,29.8,46.9,10019,0.0,43.3,0,3.44,51.3,2014-04-05T14:00:00-04:00,43.1,12.3
35.0,29.6,49.7,10019,0.0,39.5,0,3.41,53.6,2014-04-05T15:00:00-04:00,44.5,12.9
39.0,28.8,50.2,10019,0.0,37.6,0,3.3,54.1,2014-04-05T16:00:00-04:00,44.7,13.5
42.0,28.5,49.2,10019,0.0,38.6,0,3.26,53.0,2014-04-05T17:00:00-04:00,44.0,12.1
29.0,28.2,47.4,10019,0.0,40.1,0,3.22,51.6,2014-04-05T18:00:00-04:00,43.0,12.5
15.0,27.8,44.6,10019,0.0,42.9,0,3.16,49.4,2014-04-05T19:00:00-04:00,41.5,12.0
2.0,26.7,41.4,10019,0.0,46.2,0,3.02,46.2,2014-04-05T20:00:00-04:00,39.3,9.8
3.0,25.2,38.4,10019,0.0,47.2,0,2.84,44.1,2014-04-05T21:00:00-04:00,37.6,10.6
5.0,24.3,37.5,10019,0.0,47.7,0,2.73,42.8,2014-04-05T22:00:00-04:00,36.6,9.1
6.0,24.3,35.8,10019,0.0,50.6,0,2.73,41.2,2014-04-05T23:00:00-04:00,35.6,8.6
6.0,23.7,34.9,10019,0.0,50.9,0,2.65,40.4,2014-04-06T00:00:00-04:00,34.9,8.3
5.0,23.3,33.8,10019,0.0,52.4,0,2.61,39.2,2014-04-06T01:00:00-04:00,34.1,7.6
5.0,23.1,32.7,10019,0.0,54.4,0,2.59,38.1,2014-04-06T02:00:00-04:00,33.2,7.2
5.0,23.2,33.3,10019,0.0,55.9,0,2.6,37.4,2014-04-06T03:00:00-04:00,32.8,5.2
4.0,23.2,32.3,10019,0.0,58.1,0,2.6,36.5,2014-04-06T04:00:00-04:00,32.2,5.0
4.0,23.5,31.3,10019,0.0,61.5,0,2.63,35.4,2014-04-06T05:00:00-04:00,31.5,4.8
4.0,23.5,30.8,10019,0.0,62.8,0,2.62,34.8,2014-04-06T06:00:00-04:00,31.1,4.6
3.0,23.5,31.6,10019,0.0,63.5,0,2.62,34.6,2014-04-06T07:00:00-04:00,31.0,3.5
100.0,23.7,33.0,10019,0.0,56.8,0,2.64,37.6,2014-04-06T08:00:00-04:00,33.0,5.8
1.0,22.2,35.5,10019,0.0,48.4,0,2.48,40.1,2014-04-06T09:00:00-04:00,34.4,6.4
1.0,21.3,40.4,10019,0.0,41.7,0,2.39,43.0,2014-04-06T10:00:00-04:00,36.3,4.5
1.0,20.9,45.6,10019,0.0,35.8,0,2.35,46.5,2014-04-06T11:00:00-04:00,38.7,3.1
1.0,20.1,47.9,10019,0.0,31.1,0,2.27,49.4,2014-04-06T12:00:00-04:00,40.7,4.3
1.0,19.3,51.4,10019,0.0,26.6,0,2.19,52.6,2014-04-06T13:00:00-04:00,42.9,4.8
1.0,19.2,55.0,10019,0.0,24.1,0,2.19,55.3,2014-04-06T14:00:00-04:00,44.8,4.0
1.0,19.9,57.0,10019,0.0,23.3,0,2.25,57.0,2014-04-06T15:00:00-04:00,46.0,4.8
1.0,19.5,59.3,10019,0.0,21.0,0,2.21,59.3,2014-04-06T16:00:00-04:00,47.6,3.5
1.0,19.3,59.8,10019,0.0,20.6,0,2.2,59.8,2014-04-06T17:00:00-04:00,48.0,3.2
2.0,22.1,58.4,10019,0.0,24.4,0,2.48,58.4,2014-04-06T18:00:00-04:00,47.0,1.4
2.0,26.0,52.9,10019,0.0,33.9,0,2.91,53.7,2014-04-06T19:00:00-04:00,44.1,4.4
48.0,28.8,45.4,10019,0.0,47.4,0,3.28,47.9,2014-04-06T20:00:00-04:00,40.8,5.5
5.0,30.3,43.4,10019,0.0,54.1,0,3.48,46.0,2014-04-06T21:00:00-04:00,40.0,5.1
25.0,30.0,44.4,10019,0.0,55.8,0,3.43,44.7,2014-04-06T22:00:00-04:00,39.1,2.4
14.0,31.0,43.4,10019,0.0,61.3,0,3.58,43.4,2014-04-06T23:00:00-04:00,38.6,2.1
44.0,32.3,43.2,10019,0.0,65.2,0,3.77,43.2,2014-04-07T00:00:00-04:00,38.8,1.3
56.0,32.6,42.2,10019,0.0,68.6,0,3.82,42.2,2014-04-07T01:00:00-04:00,38.3,1.6
57.0,32.6,41.7,10019,0.0,69.9,0,3.82,41.7,2014-04-07T02:00:00-04:00,38.0,1.6
59.0,32.9,40.5,10019,0.0,74.0,0,3.87,40.5,2014-04-07T03:00:00-04:00,37.4,1.6
77.0,32.9,40.2,10019,0.0,75.0,0,3.87,40.2,2014-04-07T04:00:00-04:00,37.3,1.8
64.0,33.4,40.2,10019,0.0,76.6,0,3.95,40.2,2014-04-07T05:00:00-04:00,37.4,1.8
66.0,33.5,39.5,10019,0.0,78.5,0,3.95,39.6,2014-04-07T06:00:00-04:00,37.1,1.9
42.0,34.0,39.2,10019,0.0,81.7,0,4.05,39.2,2014-04-07T07:00:00-04:00,37.0,1.3
87.0,35.2,42.0,10019,0.0,76.5,0,4.24,42.0,2014-04-07T08:00:00-04:00,39.1,1.3
89.0,35.1,44.2,10019,0.0,67.5,0,4.22,45.2,2014-04-07T09:00:00-04:00,40.9,3.1
94.0,35.9,43.6,10019,0.0,66.7,0,4.35,46.4,2014-04-07T10:00:00-04:00,41.9,5.5
91.0,33.8,46.0,10019,0.0,58.8,0,4.0,47.5,2014-04-07T11:00:00-04:00,41.8,3.9
95.0,24.9,47.1,10019,0.0,37.7,0,2.79,49.7,2014-04-07T12:00:00-04:00,41.3,6.4
94.0,28.5,47.3,10019,0.0,43.3,0,3.24,50.0,2014-04-07T13:00:00-04:00,42.1,6.7
94.0,34.4,48.5,10019,0.0,52.8,0,4.11,51.0,2014-04-07T14:00:00-04:00,44.1,6.8
93.0,37.4,47.6,10019,0.0,61.1,0,4.65,50.3,2014-04-07T15:00:00-04:00,44.6,6.8
93.0,38.4,45.0,10019,0.0,66.9,0,4.84,48.9,2014-04-07T16:00:00-04:00,44.1,9.0
98.0,38.9,46.3,10019,0.0,68.4,0,4.95,48.9,2014-04-07T17:00:00-04:00,44.3,6.2
98.0,42.7,42.4,10019,0.06,88.8,0,5.73,45.8,2014-04-07T18:00:00-04:00,44.3,6.5
99.0,44.0,40.5,10019,0.08,95.9,0,6.04,45.1,2014-04-07T19:00:00-04:00,44.6,8.8
100.0,44.9,42.0,10019,0.06,97.0,0,6.26,45.7,2014-04-07T20:00:00-04:00,45.3,7.1
98.0,44.6,40.8,10019,0.09,97.6,0,6.18,45.2,2014-04-07T21:00:00-04:00,44.9,8.2
65.0,44.1,41.1,10019,0.03,96.3,0,6.08,45.1,2014-04-07T22:00:00-04:00,44.6,7.5
99.0,43.9,41.5,10019,0.03,97.2,0,6.04,44.6,2014-04-07T23:00:00-04:00,44.3,5.7
99.0,44.8,43.5,10019,0.01,96.8,0,6.26,45.6,2014-04-08T00:00:00-04:00,45.2,4.4
99.0,45.1,46.0,10019,0.0,96.9,0,6.35,46.0,2014-04-08T01:00:00-04:00,45.5,1.8
66.0,46.1,46.9,10019,0.0,97.2,0,6.61,46.9,2014-04-08T02:00:00-04:00,46.5,1.2
99.0,46.7,47.3,10019,0.0,97.8,0,6.77,47.3,2014-04-08T03:00:00-04:00,47.0,2.2
51.0,47.5,47.8,10019,0.02,99.0,0,6.99,47.8,2014-04-08T04:00:00-04:00,47.7,1.8
93.0,47.4,47.8,10019,0.08,98.3,0,6.95,47.8,2014-04-08T05:00:00-04:00,47.6,1.8
70.0,48.0,48.3,10019,0.05,98.7,0,7.12,48.3,2014-04-08T06:00:00-04:00,48.2,1.5
73.0,47.8,48.9,10019,0.11,96.1,0,7.08,48.9,2014-04-08T07:00:00-04:00,48.3,1.6
52.0,48.9,49.6,10019,0.0,97.4,0,7.39,49.6,2014-04-08T08:00:00-04:00,49.3,1.4
73.0,49.5,49.9,10019,0.0,98.4,0,7.54,49.9,2014-04-08T09:00:00-04:00,49.7,1.5
89.0,51.2,51.8,10019,0.0,97.9,0,8.06,51.8,2014-04-08T10:00:00-04:00,51.5,2.8
88.0,56.2,57.7,10019,0.0,94.9,0,9.69,57.7,2014-04-08T11:00:00-04:00,56.8,5.1
82.0,56.5,62.2,10019,0.0,81.6,0,9.79,62.2,2014-04-08T12:00:00-04:00,58.8,9.9
89.0,51.2,63.4,10019,0.0,64.4,0,8.05,63.4,2014-04-08T13:00:00-04:00,56.5,10.5
82.0,46.4,64.8,10019,0.0,51.3,0,6.74,64.8,2014-04-08T14:00:00-04:00,55.1,11.2
75.0,42.5,64.8,10019,0.0,44.1,0,5.78,64.8,2014-04-08T15:00:00-04:00,53.8,13.6
77.0,41.2,62.0,10019,0.0,46.4,0,5.51,62.0,2014-04-08T16:00:00-04:00,52.0,14.0
41.0,39.0,60.7,10019,0.0,44.6,0,5.05,60.7,2014-04-08T17:00:00-04:00,50.7,14.0
19.0,36.4,59.0,10019,0.0,42.7,0,4.54,59.0,2014-04-08T18:00:00-04:00,49.1,12.5
39.0,36.3,57.9,10019,0.0,44.2,0,4.52,57.9,2014-04-08T19:00:00-04:00,48.4,10.8
,35.6,54.9,10019,0.0,45.0,0,4.4,56.7,2014-04-08T20:00:00-04:00,47.6,8.2
28.0,33.8,52.3,10019,0.0,44.6,0,4.09,55.0,2014-04-08T21:00:00-04:00,46.1,9.7
26.0,33.6,48.2,10019,0.0,49.2,0,4.05,52.0,2014-04-08T22:00:00-04:00,44.4,11.3
25.0,34.1,45.9,10019,0.0,54.3,0,4.14,50.0,2014-04-08T23:00:00-04:00,43.3,10.1
19.0,34.7,46.1,10019,0.0,57.3,0,4.24,49.2,2014-04-09T00:00:00-04:00,43.1,7.2
14.0,35.0,46.2,10019,0.0,60.3,0,4.29,48.1,2014-04-09T01:00:00-04:00,42.5,4.7
8.0,34.6,45.2,10019,0.0,60.9,0,4.22,47.4,2014-04-09T02:00:00-04:00,42.0,5.0
9.0,34.8,43.8,10019,0.0,64.0,0,4.25,46.3,2014-04-09T03:00:00-04:00,41.4,5.1
10.0,34.5,43.9,10019,0.0,65.7,0,4.21,45.3,2014-04-09T04:00:00-04:00,40.8,3.6
11.0,34.4,42.9,10019,0.0,69.4,0,4.18,43.7,2014-04-09T05:00:00-04:00,39.8,2.8
14.0,34.7,41.9,10019,0.0,73.4,0,4.23,42.6,2014-04-09T06:00:00-04:00,39.3,2.6
16.0,35.8,41.5,10019,0.0,76.0,0,4.42,42.9,2014-04-09T07:00:00-04:00,39.8,3.1
19.0,36.4,44.5,10019,0.0,68.2,0,4.52,46.3,2014-04-09T08:00:00-04:00,42.0,4.2
30.0,36.1,47.9,10019,0.0,58.8,0,4.46,49.9,2014-04-09T09:00:00-04:00,43.9,5.4
42.0,35.0,51.2,10019,0.0,49.5,0,4.27,53.4,2014-04-09T10:00:00-04:00,45.6,7.3
53.0,34.0,53.9,10019,0.0,42.8,0,4.1,56.3,2014-04-09T11:00:00-04:00,47.0,9.9
45.0,32.8,58.0,10019,0.0,38.4,0,3.91,58.0,2014-04-09T12:00:00-04:00,47.7,9.6
37.0,29.7,58.7,10019,0.0,33.0,0,3.45,58.7,2014-04-09T13:00:00-04:00,47.7,10.3
29.0,27.6,59.9,10019,0.0,29.0,0,3.17,59.9,2014-04-09T14:00:00-04:00,48.2,10.5
20.0,26.2,60.3,10019,0.0,26.9,0,2.98,60.3,2014-04-09T15:00:00-04:00,48.3,12.1
11.0,25.8,59.9,10019,0.0,26.9,0,2.93,59.9,2014-04-09T16:00:00-04:00,48.1,13.6
2.0,24.8,58.6,10019,0.0,27.1,0,2.82,58.6,2014-04-09T17:00:00-04:00,47.1,15.5
2.0,24.4,53.8,10019,0.0,27.7,0,2.76,57.5,2014-04-09T18:00:00-04:00,46.4,17.6
1.0,24.6,51.1,10019,0.0,30.7,0,2.78,54.8,2014-04-09T19:00:00-04:00,44.7,14.0
1.0,21.8,48.3,10019,0.0,30.1,0,2.47,52.3,2014-04-09T20:00:00-04:00,42.7,11.9
1.0,21.6,47.4,10019,0.0,31.2,0,2.44,51.0,2014-04-09T21:00:00-04:00,41.8,9.5
1.0,21.2,45.9,10019,0.0,33.4,0,2.4,48.7,2014-04-09T22:00:00-04:00,40.2,6.5
1.0,19.2,44.3,10019,0.0,32.2,0,2.2,47.4,2014-04-09T23:00:00-04:00,39.2,6.6
1.0,16.5,43.8,10019,0.0,29.0,0,1.95,47.1,2014-04-10T00:00:00-04:00,38.8,6.7
1.0,15.5,42.9,10019,0.0,30.5,0,1.87,44.7,2014-04-10T01:00:00-04:00,37.0,3.7
1.0,16.4,42.0,10019,0.0,33.4,0,1.94,43.3,2014-04-10T02:00:00-04:00,36.0,3.1
1.0,17.6,40.8,10019,0.0,38.2,0,2.05,41.2,2014-04-10T03:00:00-04:00,34.6,2.2
1.0,19.6,39.7,10019,0.0,44.0,0,2.23,39.7,2014-04-10T04:00:00-04:00,33.8,1.7
1.0,20.1,37.5,10019,0.0,46.6,0,2.28,38.8,2014-04-10T05:00:00-04:00,33.2,2.6
1.0,21.0,36.0,10019,0.0,50.2,0,2.37,37.9,2014-04-10T06:00:00-04:00,32.7,3.0
1.0,22.0,36.8,10019,0.0,52.5,0,2.46,37.8,2014-04-10T07:00:00-04:00,32.9,2.3
1.0,23.2,44.7,10019,0.0,41.8,0,2.59,45.0,2014-04-10T08:00:00-04:00,38.0,2.4
2.0,19.6,47.9,10019,0.0,30.0,0,2.23,49.8,2014-04-10T09:00:00-04:00,40.9,5.2
3.0,20.0,49.1,10019,0.0,28.5,0,2.26,51.6,2014-04-10T10:00:00-04:00,42.2,7.1
4.0,21.3,52.4,10019,0.0,27.0,0,2.39,54.6,2014-04-10T11:00:00-04:00,44.4,7.8
4.0,24.2,54.4,10019,0.0,28.6,0,2.71,56.4,2014-04-10T12:00:00-04:00,45.8,8.6
5.0,26.1,57.3,10019,0.0,29.9,0,2.93,57.3,2014-04-10T13:00:00-04:00,46.5,8.7
5.0,26.9,57.6,10019,0.0,30.7,0,3.03,57.6,2014-04-10T14:00:00-04:00,46.7,9.3
6.0,27.9,54.8,10019,0.0,32.6,0,3.15,57.0,2014-04-10T15:00:00-04:00,46.4,9.6
8.0,30.1,54.4,10019,0.0,35.9,0,3.46,56.8,2014-04-10T16:00:00-04:00,46.6,10.3
9.0,31.9,57.8,10019,0.0,37.3,0,3.73,57.8,2014-04-10T17:00:00-04:00,47.5,9.0
23.0,35.5,54.3,10019,0.0,45.0,0,4.3,56.6,2014-04-10T18:00:00-04:00,47.5,9.4
25.0,37.1,52.8,10019,0.0,50.2,0,4.59,55.2,2014-04-10T19:00:00-04:00,47.2,9.1
33.0,37.6,51.6,10019,0.0,53.9,0,4.68,53.9,2014-04-10T20:00:00-04:00,46.6,7.6
39.0,35.4,51.9,10019,0.0,48.8,0,4.29,54.2,2014-04-10T21:00:00-04:00,46.2,7.9
34.0,32.9,52.3,10019,0.0,45.1,0,3.89,53.7,2014-04-10T22:00:00-04:00,45.3,5.4
77.0,33.8,51.6,10019,0.0,47.4,0,4.02,53.3,2014-04-10T23:00:00-04:00,45.2,6.0
